Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Challenge/Removal,Ban Status,Initiating Action
Gemina,"Kaufman, Amie",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Illuminae,"Kaufman, Amie",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
El Sol Y Sus Flores,"Kaur, Rupi",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Home Body,"Kaur, Rupi",,,,,Florida,Santa Rosa County Schools,July 2023,Banned pending investigation,Formal Challenge
Home Body,"Kaur, Rupi",,,,,Iowa,Waukee Community School District,June 2024,Banned pending investigation,Administration
Milk and Honey,"Kaur, Rupi",,,,,Florida,Monroe County School District,September 2023,Banned,Administration
Milk and Honey,"Kaur, Rupi",,,,,Florida,Orange County Public Schools,February 2024,Banned,Administration
Milk and Honey,"Kaur, Rupi",,,,,Florida,Santa Rosa County Schools,October 2023,Banned pending investigation,Formal Challenge
Milk and Honey,"Kaur, Rupi",,,,,Florida,School District of Manatee County,April 2024,Banned,Formal Challenge
Milk and Honey,"Kaur, Rupi",,,,,Florida,Seminole County Public Schools,November 2023,Banned,Administration
Milk and Honey,"Kaur, Rupi",,,,,Georgia,Cobb County School District,August 2023,Banned pending investigation,Administration
Milk and Honey,"Kaur, Rupi",,,,,Idaho,West Ada School District,December 2023,Banned,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,Adel DeSoto Minburn Community School District,June 2024,Banned,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,AGWSR Community School District,October 2023,Banned,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,Bondurant-Farrar Community School District,February 2024,Banned pending investigation,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,Council Bluffs Community School District,June 2024,Banned pending investigation,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,Decorah Community School District,June 2024,Banned pending investigation,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,Interstate 35 Community School District,June 2024,Banned,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,Linn-Mar Community School District,June 2024,Banned pending investigation,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,Saydel Community School District,October 2023,Banned,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,Urbandale Community School District,October 2023,Banned pending investigation,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,Waukee Community School District,June 2024,Banned pending investigation,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration
Milk and Honey,"Kaur, Rupi",,,,,Iowa,Western Dubuque Community School District,June 2024,Banned,Administration
Milk and Honey,"Kaur, Rupi",,,,,Maine,Hermon School Department,August 2023,Banned by restriction,Administration
Milk and Honey,"Kaur, Rupi",,,,,Maryland,Caroll County School District,August 2023,Banned,Formal Challenge
Milk and Honey,"Kaur, Rupi",,,,,Texas,Fort Worth Independent School District,August 2023,Banned,Administration
Milk and Honey,"Kaur, Rupi",,,,,Texas,Katy Independent School District,August 2023,Banned,Administration
Milk and Honey,"Kaur, Rupi",,,,,Virginia,Hanover County Public Schools,August 2023,Banned,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Florida,Alachua County Public Schools,February 2024,Banned,Formal Challenge
The Sun and Her Flowers,"Kaur, Rupi",,,,,Florida,Lake County Schools,February 2024,Banned by restriction,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Florida,Orange County Public Schools,February 2024,Banned,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Idaho,West Ada School District,December 2023,Banned,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Iowa,AGWSR Community School District,October 2023,Banned,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Iowa,Bondurant-Farrar Community School District,March 2024,Banned pending investigation,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Iowa,Council Bluffs Community School District,June 2024,Banned pending investigation,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Iowa,Decorah Community School District,June 2024,Banned pending investigation,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Iowa,Oskaloosa Community School District,October 2023,Banned,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Iowa,Saydel Community School District,October 2023,Banned,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Iowa,Urbandale Community School District,October 2023,Banned pending investigation,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Iowa,Waterloo Community School District,June 2024,Banned pending investigation,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Maryland,Caroll County School District,August 2023,Banned by restriction,Formal Challenge
The Sun and Her Flowers,"Kaur, Rupi",,,,,North Carolina,Burke County Public Schools,December 2023,Banned,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Texas,Fort Worth Independent School District,August 2023,Banned pending investigation,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Texas,Plano Independent School District,October 2023,Banned,Formal Challenge
The Sun and Her Flowers,"Kaur, Rupi",,,,,Utah,Granite School District,November 2023,Banned pending investigation,Formal Challenge
The Sun and Her Flowers,"Kaur, Rupi",,,,,Virginia,Hanover County Public Schools,August 2023,Banned,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Wisconsin,Menomonee Falls Schools,October 2023,Banned,Formal Challenge
The Sun and Her Flowers,"Kaur, Rupi",,,,,Wyoming,Laramie County School District No. 1,April 2024,Banned by restriction,Formal Challenge
What's Gender Identity?,"Kawa, Katie",,,,What's The Issue,Iowa,Norwalk Community School District,October 2023,Banned pending investigation,Administration
The Sound of Letting Go,"Kehoe, Stasia Ward",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Incredible Adventures of Cinnamon Girl,"Keil, Melissa",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Summer in the City of Roses,"Keil, Michelle Ruiz",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
When Good Kids Kill,"Kelleher, Michael D.",,,,,Florida,Pinellas County Schools,July 2023,Banned,Formal Challenge
When You Trap A Tiger,"Keller, Tae",,,,,Florida,St. John's County School District,July 2023,Banned by restriction,Administration
When You Trap A Tiger,"Keller, Tae",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
When You Trap A Tiger,"Keller, Tae",,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration
When You Trap A Tiger,"Keller, Tae",,,,,Kentucky,Boyle County Schools,October 2023,Banned,Administration
Street Dreams,"Kellerman, Faye",,,,Peter Decker and Rina Lazarus,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
A Measure of Darkness,"Kellerman, Jonathan","Kellerman, Jesse",,,Clay Edison,Florida,Collier County Public Schools,June 2024,Banned by restriction,Administration
Capital Crimes,"Kellerman, Jonathan","Kellerman, Faye",,,,Florida,Collier County Public Schools,June 2024,Banned by restriction,Administration
Compulsion,"Kellerman, Jonathan",,,,An Alex Delaware,Florida,Collier County Public Schools,June 2024,Banned by restriction,Administration
Heartbreak Hotel,"Kellerman, Jonathan",,,,An Alex Delaware,Florida,Collier County Public Schools,June 2024,Banned by restriction,Administration
The Murderer's Daughter,"Kellerman, Jonathan",,,,,Florida,Collier County Public Schools,June 2024,Banned by restriction,Administration
The Royals: With the Latest on the Royal Family,"Kelley, Kitty",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Who Is Dolly Parton?,"Kelley, True",,"Marchesi, Stephen",,Who Was?,Florida,St. John's County School District,July 2023,Banned by restriction,Administration
Hello Universe,"Kelly, Erin Entrada",,,,,Florida,Clay County School District,November 2023,Banned pending investigation,Formal Challenge
Lilac Girls,"Kelly, Martha Hall",,,,Woolsey-Ferriday,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
After the Fall,"Kelman, Judith",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration
A Curse So Dark and Lonely,"Kemmerer, Brigid",,,,The Cursebreaker,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
A Curse So Dark and Lonely,"Kemmerer, Brigid",,,,The Cursebreaker,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
A Heart So Fierce and Broken,"Kemmerer, Brigid",,,,,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
Mr. Ding’s Chicken Feet: On a Slow Boat from Shanghai to Texas,"Kendall, Gillian",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Antiracist Baby,"Kendi, Ibram X.",,"Lukashevsky, Ashley",,,Iowa,Spencer Community School District,June 2024,Banned pending investigation,Administration
How to Be an Antiracist,"Kendi, Ibram X.",,,,,Georgia,Cobb County School District,August 2023,Banned pending investigation,Administration
Stamped from the Beginning: The Definitive History of Racist Ideas in America,"Kendi, Ibram X.",,,,,Texas,Klein Independent School District,August 2023,Banned,Administration
Schindler's List,"Keneally, Thomas",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Schindler's List,"Keneally, Thomas",,,,,Iowa,Clear Lake Community School District,June 2024,Banned,Administration
Stealing Parker,"Kenneally, Miranda",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Shut Out,"Keplinger, Kody",,,,Hamilton High,Florida,Clay County School District,April 2024,Banned,Formal Challenge
That's Not What Happened,"Keplinger, Kody",,,,,Florida,Clay County School District,October 2023,Banned by restriction,Formal Challenge
That's Not What Happened,"Keplinger, Kody",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Alaska,Matanuska-Susitna Borough School District,September 2023,Banned pending investigation,Formal Challenge
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Florida,Alachua County Public Schools,December 2023,Banned,Unclear
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Florida,Duval County Public Schools,December 2023,Banned pending investigation,Administration
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Florida,Lake County Schools,October 2023,Banned pending investigation,Unclear
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Florida,Polk County Public Schools,April 2024,Banned pending investigation,Formal Challenge
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Iowa,Clarinda Community School District,June 2024,Banned,Administration
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Iowa,Council Bluffs Community School District,June 2024,Banned pending investigation,Administration
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Iowa,Gilbert Community School District,June 2024,Banned,Administration
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Iowa,Northeast Community School District,June 2024,Banned pending investigation,Administration
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Iowa,Urbandale Community School District,October 2023,Banned pending investigation,Administration
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Maryland,Caroll County School District,August 2023,Banned,Formal Challenge
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Missouri,Cameron R-1 School District,February 2024,Banned by restriction,Administration
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Texas,Fort Worth Independent School District,August 2023,Banned pending investigation,Administration
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Texas,Plano Independent School District,October 2023,Banned,Informal Challenge
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Virginia,Spotsylvania County Public Schools,October 2023,Banned,Formal Challenge
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
